"avg_rating","creator","downloads","identifier","publisher","subject","title","year"
"","","15","kaanana_Mar2012","ವೈಲ್ಡ್ ಲೈಫ್ ಕನ್ಸರ್ವೆಷನ್ ಗ್ರೂಪ್","ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಕಾನನ ಸಂಚಯ,Kaanana Magazine,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,Magazine","ಕಾನನ ಮಾರ್ಚ್ 2012","2012"
"","","21","kaanana_Jan2012","ವೈಲ್ಡ್ ಲೈಫ್ ಕನ್ಸರ್ವೆಷನ್ ಗ್ರೂಪ್","ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಕಾನನ ಸಂಚಯ,Kaanana Magazine,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,Magazine","ಕಾನನ ಜನವರಿ 2012","2012"
"","","25","kaanana_May2014","ವೈಲ್ಡ್ ಲೈಫ್ ಕನ್ಸರ್ವೆಷನ್ ಗ್ರೂಪ್","ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಕಾನನ ಸಂಚಯ,Kaanana Magazine,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,Magazine","ಕಾನನ ಮೇ 2014","2014"
"","","4","kanaka140714A","ಕನ್ನಡ ಜನಮನ, ಮೈಸೂರು","Science Newsletter,Weekly Science Supplement,‌ಸಾಪ್ತಾಹಿಕ ವಿಜ್ಞಾನ ಪತ್ರಿಕೆ,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಕಣಕ ಸಂಚಯ","ಕಣಕ - ‌ಜುಲೈ - ೨೦೧೪","2014"
"","ವಿದ್ವಾನ್ ಡಿ ಮಹಾಲಿಂಗ ಭಟ್","17","kasthurimishrana0000vidh","ಒಂದಾಣೆ ಮಾಲೆ, ಮಂಗಳೂರು","ಒಂದಾಣೆ ಮಾಲೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಕಸ್ತೂರಿ ಮಿಶ್ರಣ ೩೩೮","1962"
"","ಎಚ್ಚೆಮ್ ಪೆರ್ನಾಲ್","9","kayddyachyokavit0000henr","Ashavadi Prakashan","","ಕಯ್ದ್ಯಾಚ್ಯೊ ಕವಿತಾ","2004"
"","ಸಂ: ವಿ. ಎಸ್. ಕುಡ್ವಾ","9","saraswatha070000unse","","","ಸಾರಸ್ವತ - ಅಗೋಸ್ತ್ 18, 1944",""
"","SMT.J.DESA","3","sathachibachavi0000smtj","SMT.M.A.ALVARES","","SATHACHI BACHAVI","1963"
"","ರಸಿಕ ಪುತ್ತಿಗೆ","8","sathianasuya2890000unse","ಒಂದಾಣೆ ಮಾಲೆ, ಮಂಗಳೂರು","ಒಂದಾಣೆ ಮಾಲೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸತೀ ಅನಸೂಯ ೨೮೯","1960"
"","William E. Elwell, Ph. D.","29","unset0000unse_b0z2","Belle Reeves Secretary Of State","CFTRI","Pectin Its Manufacture, Properties And Uses","1939"
"","Jesse Feiring Williams","21","unset0000unse_d4c0","The Macmillan Company. New York","","Healthful Living","1947"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","19","unset0000unse_d5e8","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 123","2017"
"","","14","unset0000unse_g0s6","","","Ek Naari Do Roop",""
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","22","unset0000unse_g6a8","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 16","1991"
"","","9","unset0000unse_i1o9","Ministry Of Food And Agriculture","CFTRI","Indian Fisheries Bulletin Vol 4 No. 2 April","1959"
"","Panna Lal Patel","33","unset0000unse_k4a3","","","Daleen Jo Milaap",""
"","B. H. Schneider","16","unset0000unse_k8z6","Manager Of Publications, Delhi.","CFTRI","The Composition Of Milk","1948"
"","Margaret E. Brown","21","unset0000unse_m0t8","Academic Press Inc.","CFTRI","The Physiology Of Fishes","1957"
"","","12","unset0000unse_m5i9","","","Insaaf Ji Kahani",""
"","Peter Gray","18","unset0000unse_q2p5","The Blakiston Company, Inc.","CFTRI","The Microtomist's Formulary And Guide","1954"
"","Samuel Frederick Potts","13","unset0000unse_u6h0","Dorland Books Caldwell, New Jersey","CFTRI","Concentrated Spray Equipment, Mixtures And Application Methods","1958"
"","Manu Bhandari","19","unset0000unse_v3i7","Sindhi Novel Mahal","","Pyaar Theendo Aahi",""
"","","23","unset0000unse_w4b6","Heemandas Kitabkhana Chhapakhana","","Toti Namoon",""
"","KASHINATH A. NAIK","7","saksham0000kash","SRUSHTI PRAKASHAN","","SAKSHAM","2009"
"","Doctor Jethoo Lalwani","35","sindhilokrang0000doct","Suresh Paryani","","Sindhi Lok Rang","2004"
"","ಶ್ರೀ ಕೆ ಎಸ್ ಪದ್ಮನಾಭಾಚಾರ್ಯ","9","sriginthadhimelu0000srik","ಒಂದಾಣೆ ಮಾಲೆ, ಮಂಗಳೂರು","ಒಂದಾಣೆ ಮಾಲೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಶ್ರೀಗಿಂತ ಧೀ ಮೇಲು ೨೮೫","1960"
"","Krishin Khatwani","12","unset0000unse_f3g7","","","Akeli",""
"","Ruth Cranson (introduction),Arthur Porritt (editor),Sir Arthur Salter,Sir J. Arthur Thomson,G. A. Johnston,Alfred Zimmern,C. F. Andrews,Frederick J. Libby,Henry A. Atkinson,Wickham Steed","120","unset0000unse_n1d1","Macmillan And Co. (London)","","The Causes Of War","1932"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","15","unset0000unse_p1e7","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 18","1991"
"","Kishanchand Hotchand Nagrani","16","unset0000unse_p2h4","Bharat Jivan Novel Malha Bombay","","Preet Jee Raah Anaangi","1966"
"","Uttam","20","unset0000unse_p5o3","Naeen Duniya Publication","","Tatal Aarseeun",""
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","16","unset0000unse_r0y1","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 119 - 120","2016"
"","Shri Yashpal","24","unset0000unse_r6y1","Zindagi Publication","","Saathi",""
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","12","unset0000unse_u2n2","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 116","2015"
"","Rajasevasakta","18","unset0000unse_x9w3","The Babgalore Printing and Publishing Co. Ltd.","CFTRI","Feed And Fodders","1952"
"","John F. Flagg","23","unset0000unse_x7r5","Interscience Publishers","CFTRI","Organic Reagents","1948"
"","Dheerath Basant","14","unset0000unse_y7i7","","","Maanho",""
"","Tushila Motwani","8","unset0000unse_z6x4","","","Vishwas",""
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","13","unset0000unse_d4p2","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 49","1999"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","14","unset0000unse_d3x0","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 13","1990"
"","ಡಾ|ವಸಂತ ಬಾಂದೇಕರ್","13","yashapraptakashe0000drva","chandrahasa rai B","","ಯಶ ಪ್ರಾಪ್ತ ಕಶೆಂ?","2019"
"","","24","sugnaynachintham0000unse","","ಕನ್ನಡ ಸಾಹಿತ್ಯ,SSACC Sanchaya","ಸುಜ್ಞಾನ ಚಿಂತಾಮಣಿ",""
"","चा.फ्रा.दे कोस्ता","7","sunnemazorhasta0000cfdc","Apurbhai Prakashan","","सुणें माजर हासता","1988"
"","ಸಂ: ವಿ. ಎಸ್. ಕುಡ್ವಾ","13","saraswath510000unse","","","ಸಾರಸ್ವತ - ಜೂನ್ 22, 1945",""
"","ULLAS K.PAI","2","salkafullachepal0000ulla_n3h6","RADHA KRISHNA PRAKASHAN","","SALKA FULLACHE PALA","1999"
"","SUNAND","2","vankdyovato0000suna","SANTACRUZ PRAKASHAN","","VANKDYO VATO","1983"
"","STANE AGEIRA","2","asadhy0000stan","","","ASADHY",""
"","","21","KannanaMay2020","ವೈಲ್ಡ್ ಲೈಫ್ ಕನ್ಸರ್ವೆಷನ್ ಗ್ರೂಪ್","ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಕಾನನ ಸಂಚಯ,Kaanana Magazine,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,Magazine","ಕಾನನ ಮೇ 2020","2020"
"","","3","j1460000unse","","","J 146","1934"
"","","2","j4500000unse","","","J 450","1937"
"","ARGODU SURESHA SHENOY","1","ekalimaidhoggaso0000argo","SARASWATHI PRABHA","","EKALI MAI DHOGGA SOONNA",""
"","","3","jaagmay19900000unse","","","JAAG MAY 1990",""
"","RONALD PEREIRA","2","andhlo0000rona","SEVAK PRAKASHAN","","ANDHLO",""
"","MONCY SYLVESTER MINEZ","3","fulanchidali0000monc","SALLAK PRAKASHAN","","FULANCHI DALI","1961"
"","VALLY DSOUZA","0","andhkaranthlopra0000vall","","","ANDHKARANTHLO PRAKAS",""
"","Ethel Austin Martin","5","unset0000unse_u9d5","The University Of Chicago Press","CFTRI","Roberts Nutrition Work With Children","1954"
"","Jayanti Naik","15","nagsheranchemsur0000jaya","Govt Of Goa","","Nagsheranchem Sur","1996"
"","Ram Kirandas Mohnani","16","nandragharauhana0000ramk","","","Nandra Gharauhana",""
"","","7","kulagarapril0000unse_d9c9","","","KUlagar-April","1985"
"","","6","kulagarjanuary0000unse","","","Kulagar-January","1985"
"","","7","mathematicsmagaz0000unse_j4a3","","","Mathematics Magazine Vol-32,No-3, Jan - Feb., 1959","1959"
"","ಡಾ. ವಿದ್ಯಾ ಮನೋಹರ","19","marubhumigemaruhodavaru","ಅತ್ರಿ ಬುಕ್ ಸೆಂಟರ್","ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಮರುಭೂಮಿಗೆ ಮಾರುಹೋದವರು",""
"","Sheela Naik","6","olisanj0000shee","Sumanth R. Kelekar","","Oli Sanj","1973"
"","B. S. Madhava Rao","9","kombarseshaiyeng0000bsma","","","kombar Sesha Iyengar Kuppuswamy Iyengar In Memoriam Vol - XIX","1944"
"","Helen Rosenthal","11","sternsapplieddie0000hele","The Williams Company","CFTRI","Stern's Applied Dieteics","1949"
"","ಫಾ| ವಾಲೆರಿಯನ್ ಫೆರ್ನಾಂದ್","12","stpadrepio0000frva","Sevak Prakashan","","ಸಾಂ. ಪಾದ್ರೆ ಪಿಯೊ","2004"
"","Shantaram Anant Hedhe","9","yatrik0000shan","Jaag Prakashan","","Yatrik",""
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","13","unset0000unse_a4q0","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 2","1987"
"","Paul W. Dempsey","66","unset0000unse_b1r2","Houghton Mifflin Company . Baston","CFTRI","Grow Your Own Vegetables","1942"
"","","22","unset0000unse_b4q3","","","image8",""
"","The Research Advisory Council","14","unset0000unse_y4r4","American Meat Institute Fiundation","CFTRI","Proceedings Of The Tenth Research Conference","1958"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","21","unset0000unse_z9l2","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 42","1997"
"","ଗୌରଗୋପାଳ ଜେନା,Gauragopala Jena,Gauragopāl̥a Jenā","0","duiti-phulara-kahani-1966","","ଉପନ୍ୟାସ,Novel,Odia Bibhaba","ଦୁଇଟି ଫୁଲର କାହାଣୀ","1966"
"","ରାଜେନ୍ଦ୍ର ପ୍ରସାଦ,ସଚ୍ଚିଦାନନ୍ଦ କାନୁନଗୋ,Rajendra Prasad,Sachidananda Kanungo Tr.,Rājendra Prasād, Sacidānanda Kānungo","0","gandhijinka-padatale-1959","","ପ୍ରବନ୍ଧ,Essay,Odia Bibhaba","ଗାନ୍ଧିଜୀଙ୍କ ପଦତଳେ","1959"
"","ଚୌଧୁରୀ ହେମକାନ୍ତ ମିଶ୍ର,Chaudhury Hemakata Misra,Caudhury Hemakāta Miśra","0","hasyasamrata-faturananda-2004","","ଜୀବନୀ,Biography,Odia Bibhaba","ହାସ୍ୟସମ୍ରାଟ ଫତୁରାନନ୍ଦ","2004"
"","ଚିତ୍ତରଞ୍ଜନ ଦାସ,Chitaranjana Das,Citaran͂jana Dās","0","ganjama-malare-satadina-1954","","ଭ୍ରମଣ କାହାଣୀ,Travelogue,Odia Bibhaba","ଗଞ୍ଜାମ ମାଳରେ ସାତଦିନ","1954"
"","କୃଷ୍ଣ ଚରଣ ସାହୁ,ଯତୀନ୍ଦ୍ର ମୋହନ ମହାନ୍ତି,Jatindra Mohan Mohanty,Kr̥ṣṇa Caraṇa Sāhu; Ẏatindra Mohan Mohāntẏ,Krusna Charana Sahu","0","krusnacharana-sahu-rachana-sambhara-vol-4-2001","","ଗ୍ରନ୍ଥାବଳୀ,Collected works,Odia Bibhaba","କୃଷ୍ଣଚରଣ ସାହୁ ରଚନା ସମ୍ଭାର ଭାଗ ୪","2001"
"","ଉଦୟନାଥ ଷଡ଼ଙ୍ଗୀ,Udayanatha Sadangi,Udaẏanātha Ṣaḍaṅgī","0","gorilla-1965","","ପ୍ରବନ୍ଧ,Essay,Odia Bibhaba","ଗରିଲା","1965"
"","ଚିନ୍ତାମଣି ମିଶ୍ର,Chintamani Misra,Cintāmaṇi Miśra","0","kalara-nispatti-1962","","ଗଳ୍ପ,Story,Odia Bibhaba","କାଳର ନିଷ୍ପତ୍ତି","1962"
"","ବାମାଚରଣ ମିତ୍ର,Bama Charana Mitra,Bāmā Caraṇa Mitra","0","kirttirjasya-1950","","ଗଳ୍ପ,Story,Odia Bibhaba","କୀର୍ତ୍ତିର୍ଯସ୍ୟ","1950"
"","ଶ୍ରୀରାମଚନ୍ଦ୍ର ଦାଶ,Sriramachandra Das,Śrīrāmacandra Dās","0","europere-mo-anubhuti-vol-1-1962","","ଭ୍ରମଣ କାହାଣୀ,Travelogue,Odia Bibhaba","ଇଉରୋପରେ ମୋ ଅନୁଭୂତି ଭାଗ ୧","1962"
"","VCTOR RODRIGUES","2","fuddaracideswatt0000vcto","AKASH PRAKASHAN","","FUDDARACI DESWATT","1990"
"","EDWARD LOBO","3","sandlledirve0000edwa","DON BASCO CLUB","","SANDLLE DIRVE","1968"
"","E.V.Lucas","18","rovingeastroving0000evlu","Methuen & Co.Ltd.","","Roving East And Roving West","1921"
"","","5","scienceinformati0000unse_n9h2","Indian National Science Academy","","Science Information Notes October, 1984","1984"
"","TINA DMELLO","3","vhodthathavnpais0000tina","AMCHI MAI PRAKASHAN","","VHODTHA THAVN PAIS",""
"","a Symposium","14","unset0000unse_g2i0","National Academy Of Sciences","CFTRI","Nutrition Under Climatic Stress","1952"
"","A.K.Yegna Narayan Aiyer","33","unset0000unse_i3e7","The Bangalore Printing & Publishing Co.,Ltd.","CFTRI","Field Crops Of India","1944"
"","","12","unset0000unse_j5k3","","","Pyar Mein Panna Kahro",""
"","Chetan Marivala","16","unset0000unse_m4z6","","","Saanbhar Ji Darsanee Taan",""
"","J. M. Robson","9","unset0000unse_o8f0","J. & A. Churchill Ltd.","CFTRI","Recent Advances In Pharmacology","1950"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","9","unset0000unse_s6s9","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 104","2012"
"","","15","unset0000unse_t3v3","","","Jeewan Jot","1983"
"","ಬಿ. ರಂಗನಾಥರಾವ್","31","unset0000unse_u2r5","ಸುಭೋಧ ಪ್ರಕಟಣಾಲಯ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಾರಪತ್ರಿಕೆ,ನಗುವ-ನಂದ ಸಂಚಯ,Naguva-Nanda","ನಗುವ-ನಂದ ಸೆಪ್ಟೆಂಬರ್ 1951","1951"
"","KIRAN BUDKULE","5","shatakantika0000kira","BIMB PRAKASHAN","","SHATAKANTIKA","2009"
"","Surgvasi Rai Bahadur Kaurro MAl Chandnimal","24","unset0000unse_c1l6","Kaurro Mal Sindhi Sahatiya Mandal","","Saami Ja Chond Salook",""
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","17","unset0000unse_s3t7","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 33","1995"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","15","unset0000unse_b7e7","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 86","2008"
"","","13","unset0000unse_b3k1","Kahani Publication Bombay","","Sunita (Bhaango Byon)","1955"
"","V.T. Subbiah Mudaliar","219","unset0000unse_e7p8","National Art Press Madras","CFTRI","Common Cultivated Crops of South India","1956"
"","A. T. Cameron","12","unset0000unse_e5v4","J. & A. Churchill Ltd.","CFTRI","Recent Advances In Endocrinology","1949"
"","","40","unset0000unse_m3y2","ಹಳೆಯ ವಿದ್ಯಾರ್ಥಿಗಳ ಸಂಘ, ‍ಸಿದ್ಧಗಂಗಾಕ್ಷೇತ್ರ, ತುಮಕೂರು","ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಸಿದ್ಧಗಂಗಾ ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ","‌ಸಿದ್ಧಗಂಗಾ ತೈಮಾಸಿಕ ೧೯೮೦","1980"
"","","33","unset0000unse_l0j0","ಹಳೆಯ ವಿದ್ಯಾರ್ಥಿಗಳ ಸಂಘ, ‍ಸಿದ್ಧಗಂಗಾಕ್ಷೇತ್ರ, ತುಮಕೂರು","ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಸಿದ್ಧಗಂಗಾ ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ","ಸಿದ್ಧಗಂಗಾ ತೈಮಾಸಿಕ ೧೯೮೫","1985"
"","B.V. Narayanaswamy Naidu","16","unset0000unse_l1o1","Annamalai University","CFTRI","Groundnut (Marketing And Other Allied Problems)","1941"
"","","20","unset0000unse_n5m7","","CFTRI","Government Of India Department Of Industries And Supplies","1953"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","20","unset0000unse_n4m2","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 97","2011"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","13","unset0000unse_p9v4","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 54","2000"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","18","unset0000unse_t5n4","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 91","2009"
"","ಪಾ. ವೆಂ. ಆಚಾರ್ಯ","108","unset0000unse_w1i8","ಸುಮಂತ ಪ್ರಕಾಶನ","‍ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಪಾ. ವೆಂ. ಸಾಹಿತ್ಯ ಸಂಚಯ","ಹಿಂದೂ ಮುಸ್ಲಿಂ ಮತ್ತು ಇತರೆ ಕತೆಗಳು","2002"
"","ಬಿ. ರಂಗನಾಥರಾವ್","30","unset0000unse_y2t5","ಸುಭೋಧ ಪ್ರಕಟಣಾಲಯ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಾರಪತ್ರಿಕೆ,ನಗುವ-ನಂದ ಸಂಚಯ,Naguva-Nanda","ನಗುವ-ನಂದ ಆಗಸ್ಟ್ 1953","1953"
"","","6","indianjournalofp0000unse_e2f3","Indian National Science Academy","","Indian Journal Of Pure & Applied Mathematics Vol - 19/7, July-1988","1988"
"","P. C. Jeans","16","infantnutrition0000pcje","The C. V. Mosby Company","CFTRI","Infant Nutrition","1947"
"","Herman Frederic Meyer","10","infantfoodfeedin0000herm","Charles C Thomas . Publisher","CFTRI","Infant Food And Feeding Practice",""
